,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
91,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"25,613",1st,Petrol,"5,61,699","12,495/month",Zero downpayment
92,Maruti Alto 800,Maruti,LXI ,2013,Manual,"3,904",1st,Petrol,"2,39,599","5,330/month",Zero downpayment
93,Hyundai Elite i20,Hyundai,1.2 SPORTS PLUS VTVT ,2019,Manual,"19,082",1st,Petrol,"6,53,199","14,530/month",Zero downpayment
94,Maruti Swift,Maruti,VXI ,2014,Manual,"45,966",1st,Petrol,"3,99,199","8,880/month",Zero downpayment
95,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"26,882",1st,Petrol,"5,61,899","12,499/month",Zero downpayment
96,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2013,Manual,"31,165",1st,Petrol,"3,69,999","8,230/month",Zero downpayment
97,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"18,367",1st,Petrol,"5,81,199","12,928/month",Zero downpayment
98,Maruti Alto 800,Maruti,LXI ,2013,Manual,"40,650",1st,Petrol,"2,37,999","5,294/month",Zero downpayment
99,Maruti Swift,Maruti,VXI ,2014,Manual,"31,436",1st,Petrol,"3,80,399","8,462/month",Zero downpayment
100,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2014,Manual,"75,102",2nd,Petrol,"4,14,099","9,211/month",Zero downpayment
101,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"19,357",1st,Petrol,"6,17,699","13,740/month",Zero downpayment
102,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2014,Manual,"62,047",1st,Petrol,"4,48,699","9,981/month",Zero downpayment
103,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,"82,336",1st,Petrol,"4,33,699","9,647/month",Zero downpayment
104,Maruti Alto 800,Maruti,LXI ,2013,Manual,"13,563",1st,Petrol,"2,30,599","5,130/month",Zero downpayment
105,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"1,05,969",1st,Petrol,"4,70,499","10,466/month",Zero downpayment
106,Maruti Swift,Maruti,VXI ,2014,Manual,"37,144",1st,Petrol,"4,05,499","9,020/month",Zero downpayment
107,Hyundai Elite i20,Hyundai,gna Executive 1.2 ,2017,Manual,"21,677",1st,Petrol,"5,37,999","11,967/month",Zero downpayment
108,Maruti Dzire,Maruti,VXI ,2019,Manual,"1,674",2nd,Petrol,"6,49,799","14,454/month",Zero downpayment
109,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,"52,240",1st,Petrol,"2,83,399","6,304/month",Zero downpayment
110,Maruti Swift,Maruti,VXI ,2016,Manual,"34,622",1st,Petrol,"4,65,099","10,346/month",Zero downpayment
111,Hyundai Eon,Hyundai,ERA PLUS ,2013,Manual,"33,905",1st,Petrol,"2,33,299","5,190/month",Zero downpayment
112,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2015,Manual,"1,26,168",1st,Petrol,"4,32,499","9,621/month",Zero downpayment
113,Maruti Swift,Maruti,VXI ,2019,Manual,"60,955",1st,Petrol,"5,63,799","12,541/month",Zero downpayment
