,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
478,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"34,044",1st,Petrol,"76,299",",819/month",Zero downpayment
479,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"48,727",1st,Petrol,"76,999",",835/month",Zero downpayment
480,Audi Q3,Audi,2.0 TDI MT S EDITION ,2014,Manual,"66,027",1st,Diesel,",09,799",",911/month",Zero downpayment
481,Maruti Wagon R 1.0,Maruti,LXI ,2010,Manual,"19,196",1st,Petrol,"48,799",534/month,Zero downpayment
482,Hyundai Creta,Hyundai,1.4 S CRDI ,2016,Manual,"54,233",1st,Diesel,"09,699",",011/month",Zero downpayment
483,Hyundai Creta,Hyundai,1.6 SX CRDI ,2016,Manual,"85,035",1st,Diesel,"54,999",",019/month",Zero downpayment
484,Hyundai Creta,Hyundai,1.6 S ,2015,Manual,"84,265",2nd,Petrol,"09,499",",007/month",Zero downpayment
485,Maruti Wagon R 1.0,Maruti,VXI ,2011,Manual,"47,470",1st,Petrol,"73,299",079/month,Zero downpayment
486,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,"29,874",1st,Petrol,"70,999",",702/month",Zero downpayment
487,Hyundai GRAND I10 NIOS,Hyundai,sta Petrol ,2019,Manual,"5,906",1st,Petrol,"68,099",",861/month",Zero downpayment
488,Maruti Dzire,Maruti,VDI ,2017,Manual,"91,724",1st,Diesel,"77,899",",855/month",Zero downpayment
489,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2014,Manual,"21,194",1st,Diesel,"25,099",",681/month",Zero downpayment
490,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2014,Manual,"59,650",1st,Diesel,"94,399",",998/month",Zero downpayment
491,Hyundai Creta,Hyundai,1.6 SX PLUS DIESEL ,2015,Manual,"81,173",2nd,Diesel,"44,799",",568/month",Zero downpayment
492,Hyundai Creta,Hyundai,1.6 SX CRDI ,2015,Manual,"81,207",1st,Diesel,"38,199",",421/month",Zero downpayment
493,Maruti New  Wagon-R,Maruti,VXI 1.0 ,2020,Manual,"14,609",1st,Petrol,"47,299",",174/month",Zero downpayment
494,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2012,Manual,"55,409",2nd,Petrol,"67,399",173/month,Zero downpayment
495,Renault TRIBER,Renault,1.0 RXT ,2019,Manual,"16,337",1st,Petrol,"83,699",",984/month",Zero downpayment
496,Hyundai Creta,Hyundai,1.6 S ,2015,Manual,"29,831",1st,Petrol,"01,499",",829/month",Zero downpayment
497,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,"48,595",1st,Petrol,"07,599",067/month,Zero downpayment
498,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"32,766",2nd,Petrol,"46,999",",168/month",Zero downpayment
499,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2014,Manual,"59,522",2nd,Diesel,"62,699",",292/month",Zero downpayment
500,Maruti Baleno,Maruti,LPHA DDIS 190 ,2016,Manual,"71,530",1st,Diesel,"19,899",",789/month",Zero downpayment
501,MG HECTOR,MG,SHARP DCT PETROL ,2020,Automatic,"7,388",1st,Petrol,",24,799",",367/month",Zero downpayment
